"id","updatedAt","jobTitle","jobOfferCardTitle","jobOfferCardSalaryList","appealTitle","requiredText","facilityName","facilityAddress","facilityAccess"
"386138","2025-01-29T19:15:47.000+09:00","ケアスタッフ","グループホームみんなの家・北綾瀬のケアスタッフ求人","正職員 月給 249,200円 〜 ","【足立区北加平町】★無資格の方・ブランクありの方・実務未経験の方も正社員スタートOK！1ユニット9名のグループホームのケアスタッフ(正社員）","◎無資格・未経験者の方大歓迎！
※初任者研修・実務者研修・介護福祉士をお持ちの方優遇します

★学歴不問！
★介護職初心者・未経験者も活躍中！（しっかりフォローします）
★ブランクOK！経験者歓迎！
★産休育休から復職した主婦・主夫も活躍中！
▼ミドルシニアも活躍中！
★40代以上も活躍中！
★50代以上も活躍中！
★60代以上も活躍中！

＼☆こんな経験がある方も歓迎！☆／
☆デイサービスや訪問介護などでの介護職員・介護福祉士のご経験がある方
☆病院勤務やリハビリ施設などでの介護・看護に携わったご経験がある方
☆グループホームや有料老人ホーム、特養や老健でのお仕事のご経験
☆社会福祉士として地域包括支援センターにて高齢者に関わったことがある方
☆介護支援専門員・ケアマネジャーや生活相談員として介護施設での勤務経験者
☆介護職員として従事しながら、ゆくゆくはケアマネや主任介護支援専門員を目指す方
☆生活支援員やサービス管理責任者として障がい者支援・障害者福祉に携わっていた方","グループホームみんなの家・北綾瀬","北加平町4－12","東京メトロ千代田線「北綾瀬」駅1番口より徒歩11分"
"386137","2025-01-29T19:15:47.000+09:00","ケアスタッフ","グループホームみんなの家・北綾瀬のケアスタッフ求人","パート・バイト 時給 1,250円 〜 ","【足立区北加平町】★週2日～OK！無資格OK！必要スキルは「笑顔」だけ！グループホームのケアスタッフ（パート）","◎無資格・未経験者の方大歓迎！
※初任者研修・実務者研修・介護福祉士をお持ちの方優遇します

★学歴不問！
★介護職初心者・未経験者も活躍中！（しっかりフォローします）
★ブランクOK！経験者歓迎！
★産休育休から復職した主婦・主夫も活躍中！
▼ミドルシニアも活躍中！
★40代以上も活躍中！
★50代以上も活躍中！
★60代以上も活躍中！

＼☆こんな経験がある方も歓迎！☆／
☆デイサービスや訪問介護などでの介護職員・介護福祉士のご経験がある方
☆病院勤務やリハビリ施設などでの介護・看護に携わったご経験がある方
☆グループホームや有料老人ホーム、特養や老健でのお仕事のご経験
☆社会福祉士として地域包括支援センターにて高齢者に関わったことがある方
☆介護支援専門員・ケアマネジャーや生活相談員として介護施設での勤務経験者
☆介護職員として従事しながら、ゆくゆくはケアマネや主任介護支援専門員を目指す方
☆生活支援員やサービス管理責任者として障がい者支援・障害者福祉に携わっていた方","グループホームみんなの家・北綾瀬","北加平町4－12","東京メトロ千代田線「北綾瀬」駅1番口より徒歩11分"
"386136","2025-01-29T19:15:46.000+09:00","ケアスタッフ","グループホームみんなの家・花畑2のケアスタッフ求人","正職員 月給 249,200円 〜 ","【足立区花畑】★無資格の方・ブランクありの方・実務未経験の方も正社員スタートOK！！1ユニット9名のグループホームのケアスタッフ(正社員）","◎無資格・未経験者の方大歓迎！
※初任者研修・実務者研修・介護福祉士をお持ちの方優遇します

★学歴不問！
★介護職初心者・未経験者も活躍中！（しっかりフォローします）
★ブランクOK！経験者歓迎！
★産休育休から復職した主婦・主夫も活躍中！
▼ミドルシニアも活躍中！
★40代以上も活躍中！
★50代以上も活躍中！
★60代以上も活躍中！

＼☆こんな経験がある方も歓迎！☆／
☆デイサービスや訪問介護などでの介護職員・介護福祉士のご経験がある方
☆病院勤務やリハビリ施設などでの介護・看護に携わったご経験がある方
☆グループホームや有料老人ホーム、特養や老健でのお仕事のご経験
☆社会福祉士として地域包括支援センターにて高齢者に関わったことがある方
☆介護支援専門員・ケアマネジャーや生活相談員として介護施設での勤務経験者
☆介護職員として従事しながら、ゆくゆくはケアマネや主任介護支援専門員を目指す方
☆生活支援員やサービス管理責任者として障がい者支援・障害者福祉に携わっていた方","グループホームみんなの家・花畑2","花畑1-35-11","つくばエクスプレス「六町」駅より東武バス『六町駅行』乗車、「花畑第一小学校入口」バス停下車徒歩2分"
"386135","2025-01-29T19:15:46.000+09:00","ケアスタッフ","グループホームみんなの家・花畑2のケアスタッフ求人","パート・バイト 時給 1,250円 〜 ","【足立区花畑】★週2日～OK◎無資格OK◎必要スキルは「笑顔」だけ！グループホームのケアスタッフ（パート）","◎無資格・未経験者の方大歓迎！
※初任者研修・実務者研修・介護福祉士をお持ちの方優遇します

★学歴不問！
★介護職初心者・未経験者も活躍中！（しっかりフォローします）
★ブランクOK！経験者歓迎！
★産休育休から復職した主婦・主夫も活躍中！
▼ミドルシニアも活躍中！
★40代以上も活躍中！
★50代以上も活躍中！
★60代以上も活躍中！

＼☆こんな経験がある方も歓迎！☆／
☆デイサービスや訪問介護などでの介護職員・介護福祉士のご経験がある方
☆病院勤務やリハビリ施設などでの介護・看護に携わったご経験がある方
☆グループホームや有料老人ホーム、特養や老健でのお仕事のご経験
☆社会福祉士として地域包括支援センターにて高齢者に関わったことがある方
☆介護支援専門員・ケアマネジャーや生活相談員として介護施設での勤務経験者
☆介護職員として従事しながら、ゆくゆくはケアマネや主任介護支援専門員を目指す方
☆生活支援員やサービス管理責任者として障がい者支援・障害者福祉に携わっていた方","グループホームみんなの家・花畑2","花畑1-35-11","つくばエクスプレス「六町」駅より東武バス『六町駅行』乗車、「花畑第一小学校入口」バス停下車徒歩2分"
"386134","2025-01-29T19:15:45.000+09:00","ケアスタッフ","グループホームみんなの家・花畑のケアスタッフ求人","正職員 月給 249,200円 〜 ","【足立区花畑】★無資格の方・ブランクありの方・実務未経験の方も正社員スタートOK！1ユニット9名のグループホームのケアスタッフ(正社員）","◎無資格・未経験者の方大歓迎！
※初任者研修・実務者研修・介護福祉士をお持ちの方優遇します

★学歴不問！
★介護職初心者・未経験者も活躍中！（しっかりフォローします）
★ブランクOK！経験者歓迎！
★産休育休から復職した主婦・主夫も活躍中！
▼ミドルシニアも活躍中！
★40代以上も活躍中！
★50代以上も活躍中！
★60代以上も活躍中！

＼☆こんな経験がある方も歓迎！☆／
☆デイサービスや訪問介護などでの介護職員・介護福祉士のご経験がある方
☆病院勤務やリハビリ施設などでの介護・看護に携わったご経験がある方
☆グループホームや有料老人ホーム、特養や老健でのお仕事のご経験
☆社会福祉士として地域包括支援センターにて高齢者に関わったことがある方
☆介護支援専門員・ケアマネジャーや生活相談員として介護施設での勤務経験者
☆介護職員として従事しながら、ゆくゆくはケアマネや主任介護支援専門員を目指す方
☆生活支援員やサービス管理責任者として障がい者支援・障害者福祉に携わっていた方","グループホームみんなの家・花畑","花畑1-3-13","JR常磐線「綾瀬」駅より東武バス『花畑団地行』乗車「花畑一丁目」バス停下車徒歩2分"
"386133","2025-01-29T19:15:45.000+09:00","ケアスタッフ","グループホームみんなの家・花畑のケアスタッフ求人","パート・バイト 時給 1,250円 〜 ","【足立区花畑】★週2日～OK！無資格OK！必要スキルは「笑顔」だけ！グループホームのケアスタッフ（パート）","◎無資格・未経験者の方大歓迎！
※初任者研修・実務者研修・介護福祉士をお持ちの方優遇します

★学歴不問！
★介護職初心者・未経験者も活躍中！（しっかりフォローします）
★ブランクOK！経験者歓迎！
★産休育休から復職した主婦・主夫も活躍中！
▼ミドルシニアも活躍中！
★40代以上も活躍中！
★50代以上も活躍中！
★60代以上も活躍中！

＼☆こんな経験がある方も歓迎！☆／
☆デイサービスや訪問介護などでの介護職員・介護福祉士のご経験がある方
☆病院勤務やリハビリ施設などでの介護・看護に携わったご経験がある方
☆グループホームや有料老人ホーム、特養や老健でのお仕事のご経験
☆社会福祉士として地域包括支援センターにて高齢者に関わったことがある方
☆介護支援専門員・ケアマネジャーや生活相談員として介護施設での勤務経験者
☆介護職員として従事しながら、ゆくゆくはケアマネや主任介護支援専門員を目指す方
☆生活支援員やサービス管理責任者として障がい者支援・障害者福祉に携わっていた方","グループホームみんなの家・花畑","花畑1-3-13","JR常磐線「綾瀬」駅より東武バス『花畑団地行』乗車「花畑一丁目」バス停下車徒歩2分"
"325518","2025-01-29T19:15:44.000+09:00","ケアスタッフ","介護付有料老人ホームすこや家・西尾久のケアスタッフ求人","パート・バイト 時給 1,250円 〜 ","【荒川区西尾久】★週2日～OK！無資格OK！必要スキルは「笑顔」だけ！介護付き有料老人ホームのケアスタッフ（パート）","◎無資格・未経験者の方大歓迎！
※初任者研修・実務者研修・介護福祉士をお持ちの方優遇します

★学歴不問！
★介護職初心者・未経験者も活躍中！（しっかりフォローします）
★ブランクOK！経験者歓迎！
★産休育休から復職した主婦・主夫も活躍中！
▼ミドルシニアも活躍中！
★40代以上も活躍中！
★50代以上も活躍中！
★60代以上も活躍中！

＼☆こんな経験がある方も歓迎！☆／
☆デイサービスや訪問介護などでの介護職員・介護福祉士のご経験がある方
☆病院勤務やリハビリ施設などでの介護・看護に携わったご経験がある方
☆グループホームや有料老人ホーム、特養や老健でのお仕事のご経験
☆社会福祉士として地域包括支援センターにて高齢者に関わったことがある方
☆介護支援専門員・ケアマネジャーや生活相談員として介護施設での勤務経験者
☆介護職員として従事しながら、ゆくゆくはケアマネや主任介護支援専門員を目指す方
☆生活支援員やサービス管理責任者として障がい者支援・障害者福祉に携わっていた方","介護付有料老人ホームすこや家・西尾久","西尾久3-15-1","・都電荒川線『小台駅』より徒歩4分
・JR『田端駅』より都営バス乗車、「西尾久3丁目」バス停下車徒歩2分"
"325513","2025-01-29T19:15:43.000+09:00","ケアスタッフ","グループホームみんなの家・墨田のケアスタッフ求人","パート・バイト 時給 1,250円 〜 ","【墨田区墨田】★週2日～OK！無資格OK！必要スキルは「笑顔」だけ！グループホームのケアスタッフ（パート）","◎無資格・未経験者の方大歓迎！
※初任者研修・実務者研修・介護福祉士をお持ちの方優遇します

★学歴不問！
★介護職初心者・未経験者も活躍中！（しっかりフォローします）
★ブランクOK！経験者歓迎！
★産休育休から復職した主婦・主夫も活躍中！
▼ミドルシニアも活躍中！
★40代以上も活躍中！
★50代以上も活躍中！
★60代以上も活躍中！

＼☆こんな経験がある方も歓迎！☆／
☆デイサービスや訪問介護などでの介護職員・介護福祉士のご経験がある方
☆病院勤務やリハビリ施設などでの介護・看護に携わったご経験がある方
☆グループホームや有料老人ホーム、特養や老健でのお仕事のご経験
☆社会福祉士として地域包括支援センターにて高齢者に関わったことがある方
☆介護支援専門員・ケアマネジャーや生活相談員として介護施設での勤務経験者
☆介護職員として従事しながら、ゆくゆくはケアマネや主任介護支援専門員を目指す方
☆生活支援員やサービス管理責任者として障がい者支援・障害者福祉に携わっていた方","グループホームみんなの家・墨田","墨田4-8-12","東武スカイツリーライン「鐘ヶ淵駅」東口より徒歩4分"
"325511","2025-01-29T19:15:43.000+09:00","ケアスタッフ","グループホームみんなの家・中野鷺宮のケアスタッフ求人","パート・バイト 時給 1,270円 〜 ","【中野区鷺宮】★週2日～OK！無資格OK！必要スキルは「笑顔」だけ！グループホームのケアスタッフ（パート）","◎無資格・未経験者の方大歓迎！
※初任者研修・実務者研修・介護福祉士をお持ちの方優遇します

★学歴不問！
★介護職初心者・未経験者も活躍中！（しっかりフォローします）
★ブランクOK！経験者歓迎！
★産休育休から復職した主婦・主夫も活躍中！
▼ミドルシニアも活躍中！
★40代以上も活躍中！
★50代以上も活躍中！
★60代以上も活躍中！

＼☆こんな経験がある方も歓迎！☆／
☆デイサービスや訪問介護などでの介護職員・介護福祉士のご経験がある方
☆病院勤務やリハビリ施設などでの介護・看護に携わったご経験がある方
☆グループホームや有料老人ホーム、特養や老健でのお仕事のご経験
☆社会福祉士として地域包括支援センターにて高齢者に関わったことがある方
☆介護支援専門員・ケアマネジャーや生活相談員として介護施設での勤務経験者
☆介護職員として従事しながら、ゆくゆくはケアマネや主任介護支援専門員を目指す方
☆生活支援員やサービス管理責任者として障がい者支援・障害者福祉に携わっていた方","グループホームみんなの家・中野鷺宮","鷺宮1-11-14","西武新宿線「都立家政」駅北口より徒歩6分"
"325453","2025-01-29T19:15:42.000+09:00","ケアスタッフ","介護付有料老人ホームすこや家・西尾久のケアスタッフ求人","正職員 月給 249,200円 〜 ","【荒川区西尾久】★無資格の方・ブランクありの方・実務未経験の方も正社員スタートOK！介護付有料老人ホームのケアスタッフ(正社員）","◎無資格・未経験者の方大歓迎！
※初任者研修・実務者研修・介護福祉士をお持ちの方優遇します

★学歴不問！
★介護職初心者・未経験者も活躍中！（しっかりフォローします）
★ブランクOK！経験者歓迎！
★産休育休から復職した主婦・主夫も活躍中！
▼ミドルシニアも活躍中！
★40代以上も活躍中！
★50代以上も活躍中！
★60代以上も活躍中！

＼☆こんな経験がある方も歓迎！☆／
☆デイサービスや訪問介護などでの介護職員・介護福祉士のご経験がある方
☆病院勤務やリハビリ施設などでの介護・看護に携わったご経験がある方
☆グループホームや有料老人ホーム、特養や老健でのお仕事のご経験
☆社会福祉士として地域包括支援センターにて高齢者に関わったことがある方
☆介護支援専門員・ケアマネジャーや生活相談員として介護施設での勤務経験者
☆介護職員として従事しながら、ゆくゆくはケアマネや主任介護支援専門員を目指す方
☆生活支援員やサービス管理責任者として障がい者支援・障害者福祉に携わっていた方","介護付有料老人ホームすこや家・西尾久","西尾久3-15-1","・都電荒川線『小台駅』より徒歩4分
・JR『田端駅』より都営バス乗車、「西尾久3丁目」バス停下車徒歩2分"
